"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.726157267E1,4.892820418E-1,-1.227742285E-1,-1.519036479E-2,5.046792791E-1
5.727156767E1,4.533911645E-1,-1.133730039E-1,-1.448276266E-2,4.675753806E-1
5.728156267E1,4.139443040E-1,-1.041075662E-1,-1.315494254E-2,4.270378492E-1
5.729155767E1,3.757431209E-1,-9.473829716E-2,-1.303190459E-2,3.877216378E-1
5.730155267E1,3.309315443E-1,-8.310700953E-2,-1.089014113E-2,3.413811026E-1
5.731154767E1,2.868000269E-1,-7.266367972E-2,-8.112996817E-3,2.959731179E-1
5.732154267E1,2.433539778E-1,-6.253891438E-2,-7.263223175E-3,2.513663238E-1
5.733153767E1,1.974117905E-1,-4.901138321E-2,-5.693289451E-3,2.034845062E-1
5.734153167E1,1.484647989E-1,-3.792996332E-2,-3.666299628E-3,1.532772664E-1
5.735152667E1,1.011018082E-1,-2.610978857E-2,-2.365611726E-3,1.044456452E-1
5.736152167E1,5.034667999E-2,-1.403748058E-2,-1.272731577E-3,5.228249126E-2
5.737151667E1,3.309660126E-3,-1.941402908E-3,8.932173369E-4,3.939636101E-3
5.738151167E1,-4.645005614E-2,1.126185432E-2,1.392415492E-3,4.781606319E-2
5.739150667E1,-9.549935907E-2,2.433637716E-2,3.029993270E-3,9.859801061E-2
5.740150167E1,-1.456400007E-1,3.549939021E-2,4.482930060E-3,1.499710411E-1
5.741149708E1,-1.918253452E-1,4.732622206E-2,6.694685202E-3,1.976905490E-1
5.742149208E1,-2.383201122E-1,6.091688201E-2,8.263875730E-3,2.461211776E-1
5.743148708E1,-2.835515141E-1,7.117058337E-2,9.348581545E-3,2.924963403E-1
5.744148208E1,-3.265816271E-1,8.315873146E-2,1.245161612E-2,3.372328225E-1
5.745147708E1,-3.705368340E-1,9.415040165E-2,1.139966771E-2,3.824811053E-1
5.746147208E1,-4.105906487E-1,1.060864627E-1,1.292396709E-2,4.242711954E-1
5.747146708E1,-4.489471018E-1,1.150839478E-1,1.442332659E-2,4.636872304E-1
5.748146208E1,-4.863355756E-1,1.259839237E-1,1.461893041E-2,5.026011880E-1
5.749145708E1,-5.189307928E-1,1.320761740E-1,1.521707606E-2,5.356909957E-1
5.750145208E1,-5.514835715E-1,1.417099684E-1,1.551575493E-2,5.696109053E-1
5.751144708E1,-5.782169104E-1,1.485076845E-1,1.589365676E-2,5.971950570E-1
5.752144208E1,-6.046862006E-1,1.557329893E-1,1.742407121E-2,6.246613190E-1
5.753143608E1,-6.262642145E-1,1.615120471E-1,1.777481101E-2,6.469999626E-1
5.754143108E1,-6.458860636E-1,1.647353470E-1,1.639769599E-2,6.667648957E-1
5.755142608E1,-6.628237963E-1,1.699945480E-1,1.733113267E-2,6.844953611E-1
5.756142108E1,-6.765707135E-1,1.729214489E-1,1.852210611E-2,6.985648333E-1
5.757141608E1,-6.833993196E-1,1.743390560E-1,2.125743963E-2,7.056065584E-1
5.758141108E1,-6.913304329E-1,1.762608141E-1,1.959813759E-2,7.137154398E-1
5.759140608E1,-6.964175701E-1,1.769849211E-1,1.907162927E-2,7.188079168E-1
5.760140108E1,-6.966615319E-1,1.762619019E-1,1.962315477E-2,7.188815037E-1
5.761139608E1,-6.954383254E-1,1.732115149E-1,1.913446374E-2,7.169399006E-1
5.762139108E1,-6.912042499E-1,1.724582613E-1,2.018849738E-2,7.126799719E-1
5.763138608E1,-6.828784347E-1,1.700592786E-1,1.870964281E-2,7.039837821E-1
5.764138108E1,-6.711416841E-1,1.668423265E-1,1.647107676E-2,6.917650023E-1
5.765137608E1,-6.578477621E-1,1.620270759E-1,1.506093331E-2,6.776749096E-1
5.766137108E1,-6.412401199E-1,1.573744714E-1,1.745689847E-2,6.605000825E-1
5.767136608E1,-6.203987598E-1,1.509626359E-1,1.750856265E-2,6.387416445E-1
5.768136108E1,-5.977339745E-1,1.448559612E-1,1.522725914E-2,6.152243681E-1
5.769135608E1,-5.735769272E-1,1.374720931E-1,1.318701170E-2,5.899686136E-1
5.770135108E1,-5.461241603E-1,1.302435547E-1,1.065288670E-2,5.615411525E-1
5.771134608E1,-5.155976415E-1,1.226564720E-1,1.318342239E-2,5.301503001E-1
5.772134008E1,-4.815575480E-1,1.132092923E-1,1.089914236E-2,4.948058278E-1
5.773133508E1,-4.465825260E-1,1.044426933E-1,9.175810963E-3,4.587247804E-1
5.774133008E1,-4.096493423E-1,9.497594088E-2,8.596457541E-3,4.206030338E-1
5.775132508E1,-3.680547476E-1,8.528789133E-2,7.627066225E-3,3.778842333E-1
5.776132008E1,-3.280898929E-1,7.587452233E-2,6.635160651E-3,3.368144093E-1
5.777131508E1,-2.829735577E-1,6.310652941E-2,4.799177404E-3,2.899646539E-1
5.778131008E1,-2.366181314E-1,5.244686455E-2,4.364485387E-3,2.424002113E-1
5.779130508E1,-1.892189234E-1,4.121631384E-2,3.909084946E-3,1.936952928E-1
5.780130008E1,-1.434339732E-1,3.087864071E-2,2.509189071E-3,1.467415795E-1
5.781129508E1,-9.397587925E-2,1.654950343E-2,1.925423974E-3,9.544139145E-2
5.782129008E1,-4.478067532E-2,6.060851738E-3,1.266534557E-3,4.520671317E-2
5.783128508E1,4.242528230E-3,-5.589412991E-3,2.843094990E-5,7.017221080E-3
5.784128008E1,5.280165747E-2,-1.727736741E-2,-8.513731300E-4,5.556300291E-2
5.785127508E1,1.028246135E-1,-2.825092338E-2,-1.389065292E-3,1.066440120E-1
5.786127008E1,1.504769772E-1,-4.130828753E-2,-4.212102853E-3,1.561007274E-1
5.787126508E1,1.987156123E-1,-5.245867372E-2,-3.712760285E-3,2.055567844E-1
5.788126008E1,2.450821847E-1,-6.291883439E-2,-4.052202683E-3,2.530622005E-1
5.789125508E1,2.895319462E-1,-7.361993939E-2,-6.891931407E-3,2.988246008E-1
5.790125008E1,3.343091607E-1,-8.159705997E-2,-6.944216788E-3,3.441931395E-1
5.791124408E1,3.740967810E-1,-9.281509370E-2,-8.338647895E-3,3.855289564E-1
5.792123908E1,4.129495621E-1,-1.022813916E-1,-9.862838313E-3,4.255421242E-1
5.793123408E1,4.524229467E-1,-1.121907532E-1,-9.917167015E-3,4.662313138E-1
5.794122908E1,4.865448177E-1,-1.193635166E-1,-1.271130145E-2,5.011338004E-1
5.795122408E1,5.205317736E-1,-1.286811084E-1,-1.341996901E-2,5.363695093E-1
5.796121908E1,5.509789586E-1,-1.358072460E-1,-1.496502664E-2,5.676666037E-1
5.797121408E1,5.770601034E-1,-1.426454484E-1,-1.416687761E-2,5.945980048E-1
5.798120908E1,6.012147665E-1,-1.496329308E-1,-1.722067781E-2,6.197949348E-1
5.799120408E1,6.237573624E-1,-1.553315669E-1,-1.451091096E-2,6.429710019E-1
5.800119908E1,6.437842846E-1,-1.608344764E-1,-1.663350873E-2,6.637790351E-1
5.801119408E1,6.569179296E-1,-1.646925956E-1,-1.717892289E-2,6.774658167E-1
5.802118908E1,6.705093980E-1,-1.679315120E-1,-1.830838621E-2,6.914615264E-1
5.803118408E1,6.790698767E-1,-1.703185141E-1,-1.851717941E-2,7.003478990E-1
5.804117908E1,6.864808798E-1,-1.730328947E-1,-1.934834197E-2,7.082165907E-1
5.805117408E1,6.914575100E-1,-1.716286093E-1,-1.948576048E-2,7.127058036E-1
5.806116908E1,6.917129159E-1,-1.728829145E-1,-1.935976930E-2,7.132531534E-1
5.807116408E1,6.883760095E-1,-1.724368334E-1,-1.939252578E-2,7.099098971E-1
5.808115908E1,6.834810972E-1,-1.716362983E-1,-1.934350654E-2,7.049678010E-1
5.809115308E1,6.754106879E-1,-1.693515629E-1,-1.800260507E-2,6.965512494E-1
5.810114808E1,6.621936560E-1,-1.671959609E-1,-1.641912386E-2,6.831723904E-1
5.811114308E1,6.483138204E-1,-1.620137244E-1,-1.951158606E-2,6.685356823E-1
5.812113808E1,6.308618784E-1,-1.588538587E-1,-1.664436981E-2,6.507674647E-1
5.813113308E1,6.121326685E-1,-1.531312615E-1,-1.530586556E-2,6.311813183E-1
5.814112808E1,5.902051926E-1,-1.480220556E-1,-1.624098234E-2,6.087006389E-1
5.815112308E1,5.639099479E-1,-1.387215108E-1,-1.489715092E-2,5.809130847E-1
5.816111808E1,5.351957083E-1,-1.311219335E-1,-1.478208508E-2,5.512222035E-1
5.817111308E1,5.058493018E-1,-1.244946569E-1,-1.367527526E-2,5.211232569E-1
5.818110808E1,4.698221982E-1,-1.168498471E-1,-1.424428169E-2,4.843445924E-1
5.819110308E1,4.346407652E-1,-1.052318066E-1,-1.298886724E-2,4.473869003E-1
5.820109808E1,3.950915337E-1,-9.398449957E-2,-1.172331721E-2,4.062854197E-1
5.821109308E1,3.558873832E-1,-8.641845733E-2,-9.837266058E-3,3.663615033E-1
5.822108808E1,3.133993745E-1,-7.521926612E-2,-9.454222396E-3,3.224383480E-1
5.823108308E1,2.694894373E-1,-6.398418546E-2,-7.304253057E-3,2.770773988E-1
5.824107808E1,2.264251113E-1,-5.137404427E-2,-6.377731450E-3,2.322677311E-1
5.825107308E1,1.799289882E-1,-3.988410160E-2,-5.404878408E-3,1.843756900E-1
5.826106808E1,1.329919845E-1,-2.830486745E-2,-2.253614366E-3,1.359893828E-1
5.827106308E1,8.490061760E-2,-1.819630712E-2,-2.403283957E-3,8.686193778E-2
5.828105708E1,3.836314008E-2,-4.243765958E-3,-1.240929356E-3,3.861709429E-2
5.829105208E1,-1.017030515E-2,6.817141082E-3,2.901218832E-4,1.224715028E-2
5.830104708E1,-5.747478455E-2,1.892828383E-2,1.494090073E-3,6.052985291E-2
5.831104208E1,-1.056471094E-1,3.091810271E-2,3.453377634E-3,1.101324958E-1
5.832103708E1,-1.537231803E-1,4.042039067E-2,4.527801182E-3,1.590129716E-1
5.833103208E1,-1.981857121E-1,5.324617401E-2,6.336353719E-3,2.053116677E-1
5.834102708E1,-2.446390837E-1,6.406094134E-2,7.502131630E-3,2.529987500E-1
5.835102208E1,-2.882360816E-1,7.457483560E-2,1.005290635E-2,2.978968039E-1
5.836101708E1,-3.293826878E-1,8.397609740E-2,1.034136768E-2,3.400762912E-1
5.837101208E1,-3.708582222E-1,9.498054534E-2,1.157521084E-2,3.830027552E-1
5.838100708E1,-4.103192389E-1,1.041612923E-1,1.138762943E-2,4.234868720E-1
5.839100208E1,-4.484232366E-1,1.108460948E-1,1.452509966E-2,4.621484982E-1
5.840099708E1,-4.834140539E-1,1.214935929E-1,1.517770160E-2,4.986784568E-1
5.841099167E1,-5.159275532E-1,1.306317002E-1,1.428687386E-2,5.324002216E-1
5.842098667E1,-5.446848273E-1,1.367110163E-1,1.705181599E-2,5.618382574E-1
5.843098167E1,-5.723595619E-1,1.425486654E-1,1.584593579E-2,5.900565090E-1
5.844097667E1,-5.967572927E-1,1.494728178E-1,1.619832404E-2,6.154053749E-1
5.845097167E1,-6.169717312E-1,1.543895453E-1,1.821646653E-2,6.362563072E-1
5.846096567E1,-6.368225813E-1,1.580440998E-1,1.676245220E-2,6.563550238E-1
5.847096067E1,-6.529578567E-1,1.612473577E-1,1.692623645E-2,6.727861253E-1
5.848095567E1,-6.649615169E-1,1.650458574E-1,1.700917445E-2,6.853490103E-1
5.849095067E1,-6.737251878E-1,1.676275283E-1,1.876526140E-2,6.945190796E-1
5.850094567E1,-6.802142859E-1,1.675206870E-1,1.720561832E-2,7.007500899E-1
5.851094067E1,-6.837317944E-1,1.691002101E-1,1.743837819E-2,7.045481848E-1
5.852093567E1,-6.837343574E-1,1.679125279E-1,1.705306582E-2,7.042571232E-1
5.853093067E1,-6.806589365E-1,1.667418033E-1,1.668208651E-2,7.009833870E-1
5.854092567E1,-6.753091216E-1,1.642971188E-1,1.625372283E-2,6.951979117E-1
5.855092067E1,-6.648623347E-1,1.616701782E-1,1.692856848E-2,6.844455764E-1
5.856091567E1,-6.539229155E-1,1.571682692E-1,1.692631654E-2,6.727581619E-1
5.857091067E1,-6.399120688E-1,1.529159993E-1,1.605013572E-2,6.581248860E-1
5.858090567E1,-6.234940290E-1,1.496628225E-1,1.568869874E-2,6.413968350E-1
5.859090067E1,-6.038587689E-1,1.427639127E-1,1.559575368E-2,6.207013574E-1
5.860089567E1,-5.802099109E-1,1.374728233E-1,1.474560704E-2,5.964559923E-1
5.861089067E1,-5.531588793E-1,1.305656433E-1,1.224729512E-2,5.684910986E-1
5.862088567E1,-5.249775052E-1,1.220163107E-1,1.291532256E-2,5.391253719E-1
5.863088067E1,-4.955930114E-1,1.141629219E-1,1.098692790E-2,5.086907884E-1
5.864087467E1,-4.626068771E-1,1.064690575E-1,1.134345029E-2,4.748362421E-1
5.865086967E1,-4.257295430E-1,9.909876436E-2,1.045315526E-2,4.372361802E-1
5.866086467E1,-3.885890245E-1,8.944885433E-2,1.026869658E-2,3.988834086E-1
5.867085967E1,-3.478887379E-1,7.898582518E-2,8.647363633E-3,3.568474624E-1
5.868085467E1,-3.088885844E-1,6.690441072E-2,6.528003607E-3,3.161186052E-1
5.869084967E1,-2.633240223E-1,5.842650309E-2,7.389536127E-3,2.698292094E-1
5.870084467E1,-2.192469090E-1,5.076104775E-2,5.209465977E-3,2.251067072E-1
5.871083967E1,-1.746176481E-1,3.869852796E-2,3.414495615E-3,1.788869975E-1
5.872083467E1,-1.275244355E-1,2.970561013E-2,1.740931300E-3,1.309501270E-1
5.873082967E1,-7.989433408E-2,1.979279146E-2,4.756634298E-4,8.231090734E-2
5.874082467E1,-3.024753928E-2,8.619836532E-3,1.754993573E-3,3.150071772E-2
5.875081967E1,1.750906371E-2,-4.136704840E-3,-1.113230945E-3,1.802550754E-2
5.876081467E1,6.492360681E-2,-1.536675915E-2,-1.766677829E-3,6.674079082E-2
5.877080967E1,1.104676574E-1,-2.431684360E-2,-2.023139969E-3,1.131304792E-1
5.878080467E1,1.588976234E-1,-3.442900628E-2,-3.058739007E-3,1.626135514E-1
5.879079967E1,2.054107934E-1,-4.696796834E-2,-3.931723069E-3,2.107487664E-1
5.880079467E1,2.506186366E-1,-5.480659753E-2,-4.833024926E-3,2.565868708E-1
5.881078967E1,2.924465239E-1,-6.616338342E-2,-5.882842932E-3,2.998952659E-1
5.882078367E1,3.350080252E-1,-7.609460503E-2,-8.363424800E-3,3.436432928E-1
5.883077867E1,3.762401342E-1,-8.611021936E-2,-7.353021298E-3,3.860384377E-1
5.884077367E1,4.165508449E-1,-9.715353698E-2,-1.032372098E-2,4.278551102E-1
5.885076867E1,4.502371550E-1,-1.045768335E-1,-9.693617001E-3,4.623243191E-1
5.886076367E1,4.860413074E-1,-1.138035506E-1,-1.100754086E-2,4.993080879E-1
5.887075867E1,5.166157484E-1,-1.220838502E-1,-1.232447382E-2,5.309879383E-1
5.888075367E1,5.463364124E-1,-1.293329895E-1,-1.120826695E-2,5.615479703E-1
5.889074867E1,5.711778402E-1,-1.376654804E-1,-1.377795171E-2,5.876952796E-1
5.890074367E1,5.955786109E-1,-1.442368925E-1,-1.292729937E-2,6.129317074E-1
5.891073867E1,6.161869168E-1,-1.500273943E-1,-1.478725113E-2,6.343604640E-1
5.892073367E1,6.327468157E-1,-1.548573375E-1,-1.428702008E-2,6.515776597E-1
5.893072867E1,6.464032531E-1,-1.612646282E-1,-1.580955088E-2,6.664033222E-1
5.894072367E1,6.606154442E-1,-1.641541719E-1,-1.662080549E-2,6.809079295E-1
5.895071867E1,6.679939628E-1,-1.654956192E-1,-1.808607578E-2,6.884270770E-1
5.896071367E1,6.718918085E-1,-1.692192256E-1,-1.701596193E-2,6.930824566E-1
5.897070867E1,6.756612659E-1,-1.686378568E-1,-1.704792120E-2,6.965970891E-1
5.898070367E1,6.740839481E-1,-1.717643291E-1,-1.934696175E-2,6.958925627E-1
5.899069867E1,6.710308790E-1,-1.717592627E-1,-1.809927076E-2,6.929006195E-1
5.900069267E1,6.639137268E-1,-1.686898768E-1,-1.963199116E-2,6.852905415E-1
5.901068767E1,6.551447511E-1,-1.682267487E-1,-1.945409179E-2,6.766781698E-1
5.902068267E1,6.427243352E-1,-1.645792276E-1,-1.847354881E-2,6.637184382E-1
5.903067767E1,6.278952956E-1,-1.628742814E-1,-1.715421863E-2,6.489027670E-1
5.904067267E1,6.121358871E-1,-1.590444893E-1,-1.916849054E-2,6.327502864E-1
5.905066767E1,5.921973586E-1,-1.515703201E-1,-1.790908165E-2,6.115488604E-1
5.906066267E1,5.678834915E-1,-1.463497281E-1,-1.547462866E-2,5.866424524E-1
5.907065767E1,5.436344147E-1,-1.402489543E-1,-1.577876136E-2,5.616556911E-1
5.908065267E1,5.151686668E-1,-1.320431381E-1,-1.652710326E-2,5.320782750E-1
5.909064767E1,4.864915013E-1,-1.249745786E-1,-1.440829225E-2,5.024940050E-1
5.910064267E1,4.524558783E-1,-1.157623157E-1,-1.445239503E-2,4.672537932E-1
5.911063767E1,4.151780009E-1,-1.086287722E-1,-1.235648710E-2,4.293316496E-1
5.912063267E1,3.778039515E-1,-9.762149304E-2,-1.227878872E-2,3.904056228E-1
5.913062767E1,3.389630616E-1,-8.762025833E-2,-1.164628752E-2,3.502983054E-1
5.914062267E1,2.965590656E-1,-7.701432705E-2,-1.054405235E-2,3.065773361E-1
5.915061767E1,2.532504797E-1,-6.590468436E-2,-8.687829599E-3,2.618295462E-1
5.916061267E1,2.108546495E-1,-5.433844402E-2,-7.838781923E-3,2.178848233E-1
5.917060767E1,1.646125913E-1,-4.284530506E-2,-4.321811721E-3,1.701520009E-1
5.918060167E1,1.178732291E-1,-3.108141385E-2,-3.305347636E-3,1.219470284E-1
5.919059667E1,7.129134238E-2,-1.896509714E-2,-9.316720534E-4,7.377667938E-2
5.920059167E1,2.341794409E-2,-6.776747759E-3,-9.544702480E-4,2.439744718E-2
5.921058667E1,-2.398978546E-2,4.448210355E-3,2.676483477E-3,2.454505950E-2
5.922058167E1,-7.102409750E-2,1.929805055E-2,2.664257539E-3,7.364737232E-2
5.923057667E1,-1.160903722E-1,3.305008262E-2,3.173720324E-3,1.207449998E-1
5.924057167E1,-1.626074016E-1,4.342477024E-2,6.074113306E-3,1.684154761E-1
5.925056667E1,-2.063612789E-1,5.474906415E-2,9.196403436E-3,2.136984120E-1
5.926056167E1,-2.516617477E-1,6.557153165E-2,7.874804549E-3,2.601831539E-1
5.927055667E1,-2.933788300E-1,7.642924041E-2,1.026951894E-2,3.033447373E-1
5.928055167E1,-3.356026411E-1,8.816373348E-2,9.885838255E-3,3.471306763E-1
5.929054667E1,-3.748890758E-1,9.900519997E-2,1.061474532E-2,3.878872537E-1
5.930054167E1,-4.095508456E-1,1.092310250E-1,1.142121479E-2,4.240209383E-1
5.931053667E1,-4.489757419E-1,1.189752668E-1,1.441380847E-2,4.646956948E-1
5.932053167E1,-4.803220034E-1,1.265154034E-1,1.527986210E-2,4.969394816E-1
5.933052667E1,-5.104942322E-1,1.350907832E-1,1.465881336E-2,5.282695918E-1
5.934052167E1,-5.399101973E-1,1.402973086E-1,1.533014700E-2,5.580514038E-1
5.935051667E1,-5.646315217E-1,1.474625468E-1,1.701406203E-2,5.838179822E-1
5.936051067E1,-5.896362662E-1,1.534679681E-1,1.813287288E-2,6.095507729E-1
5.937050567E1,-6.066709161E-1,1.568027735E-1,1.754830964E-2,6.268529759E-1
5.938050067E1,-6.254529357E-1,1.615558267E-1,1.912475564E-2,6.462642000E-1
5.939049567E1,-6.393786073E-1,1.645348370E-1,1.806082204E-2,6.604565915E-1
5.940049067E1,-6.511875987E-1,1.679393947E-1,1.935213432E-2,6.727729439E-1
5.941048667E1,-6.593217254E-1,1.702430397E-1,1.653131284E-2,6.811469110E-1
5.942048167E1,-6.640065908E-1,1.712456346E-1,1.806975715E-2,6.859710899E-1
5.943047667E1,-6.666660309E-1,1.699001938E-1,1.869799569E-2,6.882290953E-1
5.944047167E1,-6.670691371E-1,1.694733351E-1,1.494836342E-2,6.884227615E-1
5.945046667E1,-6.643106341E-1,1.682762504E-1,1.739927009E-2,6.855131287E-1
5.946046167E1,-6.565713882E-1,1.655671448E-1,1.586193033E-2,6.773109095E-1
5.947045667E1,-6.491371989E-1,1.621833444E-1,1.547390874E-2,6.692697379E-1
5.948045167E1,-6.376621127E-1,1.563537270E-1,1.599697769E-2,6.567460401E-1
5.949044667E1,-6.217111349E-1,1.519107670E-1,1.578871906E-2,6.401959856E-1
5.950044167E1,-6.044588089E-1,1.461695880E-1,1.405563019E-2,6.220398386E-1
5.951043667E1,-5.839697719E-1,1.398938447E-1,1.394324470E-2,6.006541403E-1
5.952043167E1,-5.615270138E-1,1.341361254E-1,1.227215212E-2,5.774562261E-1
5.953042567E1,-5.355185866E-1,1.268795431E-1,1.213286910E-2,5.504777757E-1
5.954042067E1,-5.075984001E-1,1.176251918E-1,1.136124600E-2,5.211726196E-1
5.955041567E1,-4.775171876E-1,1.105939150E-1,9.441106580E-3,4.902477057E-1
5.956041067E1,-4.434103966E-1,1.027996168E-1,9.414361790E-3,4.552682409E-1
5.957040567E1,-4.081261754E-1,9.251182526E-2,9.216489270E-3,4.185813619E-1
5.958040067E1,-3.715145588E-1,8.211436123E-2,7.368352264E-3,3.805523989E-1
5.959039567E1,-3.301618099E-1,7.186012715E-2,5.133427680E-3,3.379305412E-1
5.960039067E1,-2.892931700E-1,6.194840744E-2,8.176928386E-3,2.959645343E-1
5.961038567E1,-2.469691485E-1,5.131147802E-2,5.056502298E-3,2.522938690E-1
5.962038067E1,-2.012358606E-1,4.022891447E-2,4.242236260E-3,2.052613790E-1
5.963037567E1,-1.572289914E-1,3.022288345E-2,2.926635090E-3,1.601341425E-1
5.964037067E1,-1.125087738E-1,1.717779785E-2,3.927346319E-3,1.138803098E-1
5.965036567E1,-6.435403228E-2,7.531296462E-3,6.266242708E-4,6.479625417E-2
5.966036067E1,-1.825600490E-2,-2.764183795E-3,4.662817810E-5,1.846414366E-2
5.967035567E1,2.739057504E-2,-1.333879679E-2,5.502318963E-4,3.047080334E-2
5.968035067E1,7.720210403E-2,-2.522129752E-2,-1.348527498E-3,8.122867254E-2
5.969034567E1,1.224380285E-1,-3.514423594E-2,-2.578375395E-3,1.274081479E-1
5.970034067E1,1.667314917E-1,-4.462634027E-2,-5.873231683E-3,1.727003052E-1
5.971033567E1,2.125679553E-1,-5.441479012E-2,-5.233806558E-3,2.194846184E-1
5.972032967E1,2.539277077E-1,-6.384316832E-2,-7.156818174E-3,2.619283316E-1
5.973032467E1,2.969446778E-1,-7.326889038E-2,-8.338728920E-3,3.059640606E-1
5.974031967E1,3.371840417E-1,-8.143115044E-2,-7.703217678E-3,3.469631822E-1
5.975031467E1,3.785495758E-1,-9.171547741E-2,-1.145720948E-2,3.896700884E-1
5.976030967E1,4.138533771E-1,-9.981273115E-2,-1.189169846E-2,4.258856789E-1
5.977030467E1,4.497328103E-1,-1.103564575E-1,-1.212658919E-2,4.632334212E-1
5.978029967E1,4.814969897E-1,-1.177273765E-1,-1.191479806E-2,4.958236064E-1
5.979029467E1,5.123859048E-1,-1.252555996E-1,-1.232918631E-2,5.276175599E-1
5.980028967E1,5.414983630E-1,-1.317868233E-1,-1.324179396E-2,5.574617377E-1
5.981028467E1,5.651248693E-1,-1.379123479E-1,-1.553903706E-2,5.819170004E-1
5.982027967E1,5.881341696E-1,-1.439896077E-1,-1.514361519E-2,6.056931052E-1
5.983027467E1,6.078351736E-1,-1.492477506E-1,-1.536678709E-2,6.260787710E-1
5.984026967E1,6.236330271E-1,-1.508264691E-1,-1.514627784E-2,6.417913882E-1
5.985026467E1,6.363720298E-1,-1.564313620E-1,-1.790478081E-2,6.555613720E-1
5.986025967E1,6.490550637E-1,-1.597145200E-1,-1.384918112E-2,6.685603963E-1
5.987025467E1,6.556093693E-1,-1.625635624E-1,-1.682046987E-2,6.756726168E-1
5.988024967E1,6.600636840E-1,-1.619228870E-1,-1.629530452E-2,6.798298502E-1
5.989024367E1,6.615830064E-1,-1.628680527E-1,-1.683991961E-2,6.815435862E-1
5.990023867E1,6.608396769E-1,-1.619578451E-1,-1.639890857E-2,6.805941127E-1
5.991023367E1,6.554012299E-1,-1.620151103E-1,-1.926047541E-2,6.754040524E-1
5.992022867E1,6.486638784E-1,-1.595624238E-1,-1.821452193E-2,6.682490278E-1
5.993022367E1,6.382804513E-1,-1.577948928E-1,-1.691756397E-2,6.577137422E-1
5.994021867E1,6.268747449E-1,-1.549362540E-1,-1.833215915E-2,6.459978767E-1
5.995021367E1,6.111567616E-1,-1.500442922E-1,-1.551852934E-2,6.294971816E-1
5.996020867E1,5.946697593E-1,-1.464052349E-1,-1.651338302E-2,6.126494162E-1
5.997020367E1,5.737136006E-1,-1.406480074E-1,-1.673096232E-2,5.909391531E-1
5.998019867E1,5.510238409E-1,-1.351505816E-1,-1.317687053E-2,5.675091038E-1
5.999019367E1,5.247632265E-1,-1.271805316E-1,-1.511671674E-2,5.401664990E-1
6.000018867E1,4.961721301E-1,-1.215417385E-1,-1.533662993E-2,5.110718043E-1
6.001018367E1,4.639481604E-1,-1.147607937E-1,-1.305296924E-2,4.781091040E-1
6.002017867E1,4.306598902E-1,-1.050222665E-1,-1.158002205E-2,4.434317471E-1
6.003017367E1,3.970859647E-1,-9.565539658E-2,-9.782388806E-3,4.085620068E-1
6.004016867E1,3.596250415E-1,-8.723638952E-2,-1.114495937E-2,3.702223227E-1
6.005016367E1,3.206217289E-1,-7.800374180E-2,-9.241332300E-3,3.301034368E-1
6.006015767E1,2.801752090E-1,-6.728243828E-2,-7.673818618E-3,2.882428867E-1
6.007015267E1,2.381068319E-1,-5.734299123E-2,-5.788567010E-3,2.449828352E-1
6.008014767E1,1.945542246E-1,-4.624698311E-2,-6.422496401E-3,2.000784302E-1
6.009014267E1,1.497726440E-1,-3.560525551E-2,-3.709002165E-3,1.539913498E-1
6.010013767E1,1.038351804E-1,-2.478408255E-2,-3.195374971E-3,1.067998402E-1
6.011013267E1,5.802667513E-2,-1.443051174E-2,-6.243592361E-4,5.979736216E-2
6.012012767E1,1.242806390E-2,-1.569559332E-3,7.165987045E-4,1.254726275E-2
6.013012267E1,-3.282250464E-2,8.874026127E-3,1.584522892E-3,3.403785926E-2
6.014011767E1,-8.132316172E-2,2.006198093E-2,4.486626480E-3,8.388128235E-2
6.015011267E1,-1.248208359E-1,3.063526005E-2,4.357196856E-3,1.285991656E-1
6.016010767E1,-1.692934185E-1,4.178731889E-2,5.366349593E-3,1.744569841E-1
6.017010267E1,-2.135591507E-1,5.280694738E-2,7.419114001E-3,2.201161689E-1
6.018009767E1,-2.556440234E-1,6.298743933E-2,6.925879978E-3,2.633804321E-1
6.019009267E1,-2.985126376E-1,7.317562401E-2,9.605552070E-3,3.075007860E-1
6.020008767E1,-3.379396796E-1,8.328875154E-2,9.795137681E-3,3.481898734E-1
6.021008267E1,-3.764719069E-1,9.180367738E-2,1.039275154E-2,3.876429042E-1
6.022007767E1,-4.137834907E-1,1.014992669E-1,1.198492572E-2,4.262188602E-1
6.023007167E1,-4.479292035E-1,1.121798754E-1,1.278493926E-2,4.619397693E-1
6.024006667E1,-4.787105620E-1,1.196622774E-1,1.472233236E-2,4.936594067E-1
6.025006167E1,-5.094857812E-1,1.293183714E-1,1.331644971E-2,5.258101656E-1
6.026005667E1,-5.367567539E-1,1.342242807E-1,1.429182012E-2,5.534692643E-1
6.027005167E1,-5.597395301E-1,1.400225163E-1,1.636083052E-2,5.772194759E-1
6.028004667E1,-5.821791887E-1,1.456581801E-1,1.662842929E-2,6.003544102E-1
6.029004167E1,-6.032221317E-1,1.499008685E-1,1.767798141E-2,6.218196858E-1
6.030003667E1,-6.149086952E-1,1.547727734E-1,1.592926867E-2,6.342878341E-1
6.031003167E1,-6.281214356E-1,1.574519277E-1,1.733781584E-2,6.477871929E-1
